timestamp,user,action,resource,ip_address,result,user_agent,session_id,bytes_transferred,protocol
2024-12-29 14:01:26,admin,login,/auth/login,45.67.89.10,FAILED,Mozilla/5.0,sess_001,245,HTTPS
2024-12-29 14:01:28,admin,login,/auth/login,45.67.89.10,FAILED,Mozilla/5.0,sess_001,245,HTTPS
2024-12-29 14:01:30,admin,login,/auth/login,45.67.89.10,FAILED,Mozilla/5.0,sess_001,245,HTTPS
2024-12-29 14:01:32,admin,login,/auth/login,45.67.89.10,FAILED,Mozilla/5.0,sess_001,245,HTTPS
2024-12-29 14:01:34,admin,login,/auth/login,45.67.89.10,SUCCESS,Mozilla/5.0,sess_002,1245,HTTPS
2024-12-29 14:01:36,admin,access,/admin/dashboard,45.67.89.10,SUCCESS,Mozilla/5.0,sess_002,5430,HTTPS
2024-12-29 14:01:38,admin,access,/admin/users,45.67.89.10,SUCCESS,Mozilla/5.0,sess_002,8920,HTTPS
2024-12-29 14:01:40,admin,query,/api/users/list,45.67.89.10,SUCCESS,Mozilla/5.0,sess_002,45230,HTTPS
2024-12-29 14:01:42,admin,access,/admin/permissions,45.67.89.10,SUCCESS,Mozilla/5.0,sess_002,3421,HTTPS
2024-12-29 14:01:44,admin,modify,/api/user/permissions,45.67.89.10,SUCCESS,Mozilla/5.0,sess_002,892,HTTPS
2024-12-29 14:01:46,admin,access,/admin/database,45.67.89.10,SUCCESS,Mozilla/5.0,sess_002,2341,HTTPS
2024-12-29 14:01:48,admin,query,/api/database/schema,45.67.89.10,SUCCESS,Mozilla/5.0,sess_002,12340,HTTPS
2024-12-29 14:01:50,admin,query,/api/customers/export,45.67.89.10,SUCCESS,Mozilla/5.0,sess_002,234500,HTTPS
2024-12-29 14:01:52,admin,download,/exports/customers.csv,45.67.89.10,SUCCESS,Mozilla/5.0,sess_002,2345000,HTTPS
2024-12-29 14:01:54,admin,query,/api/payments/export,45.67.89.10,SUCCESS,Mozilla/5.0,sess_002,456700,HTTPS
2024-12-29 14:01:56,admin,download,/exports/payments.csv,45.67.89.10,SUCCESS,Mozilla/5.0,sess_002,4567000,HTTPS
2024-12-29 14:01:58,admin,access,/admin/logs,45.67.89.10,SUCCESS,Mozilla/5.0,sess_002,3421,HTTPS
2024-12-29 14:02:00,admin,modify,/api/logs/clear,45.67.89.10,SUCCESS,Mozilla/5.0,sess_002,234,HTTPS
2024-12-29 14:02:02,admin,delete,/logs/auth.log,45.67.89.10,SUCCESS,Mozilla/5.0,sess_002,0,HTTPS
2024-12-29 14:02:04,admin,delete,/logs/access.log,45.67.89.10,SUCCESS,Mozilla/5.0,sess_002,0,HTTPS
2024-12-29 14:02:06,admin,logout,/auth/logout,45.67.89.10,SUCCESS,Mozilla/5.0,sess_002,145,HTTPS
2024-12-29 14:02:10,john.doe,login,/auth/login,192.168.1.45,SUCCESS,Chrome/120.0,sess_003,1245,HTTPS
2024-12-29 14:02:15,jane.smith,login,/auth/login,192.168.1.67,SUCCESS,Firefox/121.0,sess_004,1245,HTTPS
2024-12-29 14:02:20,john.doe,access,/dashboard,192.168.1.45,SUCCESS,Chrome/120.0,sess_003,3421,HTTPS
2024-12-29 14:02:25,jane.smith,access,/reports,192.168.1.67,SUCCESS,Firefox/121.0,sess_004,2341,HTTPS
2024-12-29 14:02:30,john.doe,query,/api/data,192.168.1.45,SUCCESS,Chrome/120.0,sess_003,5430,HTTPS
2024-12-29 14:02:35,jane.smith,modify,/api/settings,192.168.1.67,SUCCESS,Firefox/121.0,sess_004,892,HTTPS
2024-12-29 14:02:40,john.doe,access,/profile,192.168.1.45,SUCCESS,Chrome/120.0,sess_003,2341,HTTPS
2024-12-29 14:02:45,jane.smith,logout,/auth/logout,192.168.1.67,SUCCESS,Firefox/121.0,sess_004,145,HTTPS
2024-12-29 14:02:50,john.doe,logout,/auth/logout,192.168.1.45,SUCCESS,Chrome/120.0,sess_003,145,HTTPS
2024-12-29 14:03:00,mike.wilson,login,/auth/login,192.168.1.89,SUCCESS,Safari/17.0,sess_005,1245,HTTPS
2024-12-29 14:03:05,sarah.johnson,login,/auth/login,192.168.1.102,SUCCESS,Edge/120.0,sess_006,1245,HTTPS
2024-12-29 14:03:10,mike.wilson,access,/dashboard,192.168.1.89,SUCCESS,Safari/17.0,sess_005,3421,HTTPS
2024-12-29 14:03:15,sarah.johnson,access,/analytics,192.168.1.102,SUCCESS,Edge/120.0,sess_006,8920,HTTPS
2024-12-29 14:03:20,mike.wilson,query,/api/reports,192.168.1.89,SUCCESS,Safari/17.0,sess_005,12340,HTTPS
2024-12-29 14:03:25,sarah.johnson,download,/exports/report.pdf,192.168.1.102,SUCCESS,Edge/120.0,sess_006,234500,HTTPS
2024-12-29 14:03:30,mike.wilson,logout,/auth/logout,192.168.1.89,SUCCESS,Safari/17.0,sess_005,145,HTTPS
2024-12-29 14:03:35,sarah.johnson,logout,/auth/logout,192.168.1.102,SUCCESS,Edge/120.0,sess_006,145,HTTPS
2024-12-29 14:04:00,admin,login,/auth/login,192.168.1.50,SUCCESS,Chrome/120.0,sess_007,1245,HTTPS
2024-12-29 14:04:05,admin,access,/admin/dashboard,192.168.1.50,SUCCESS,Chrome/120.0,sess_007,5430,HTTPS
2024-12-29 14:04:10,admin,access,/admin/security,192.168.1.50,SUCCESS,Chrome/120.0,sess_007,3421,HTTPS
2024-12-29 14:04:15,admin,modify,/api/security/settings,192.168.1.50,SUCCESS,Chrome/120.0,sess_007,892,HTTPS
2024-12-29 14:04:20,admin,access,/admin/logs,192.168.1.50,SUCCESS,Chrome/120.0,sess_007,8920,HTTPS
2024-12-29 14:04:25,admin,query,/api/logs/recent,192.168.1.50,SUCCESS,Chrome/120.0,sess_007,45230,HTTPS
2024-12-29 14:04:30,admin,logout,/auth/logout,192.168.1.50,SUCCESS,Chrome/120.0,sess_007,145,HTTPS
2024-12-29 14:05:00,bob.martinez,login,/auth/login,192.168.1.120,SUCCESS,Firefox/121.0,sess_008,1245,HTTPS
2024-12-29 14:05:05,alice.chen,login,/auth/login,192.168.1.135,SUCCESS,Chrome/120.0,sess_009,1245,HTTPS
2024-12-29 14:05:10,bob.martinez,access,/projects,192.168.1.120,SUCCESS,Firefox/121.0,sess_008,5430,HTTPS
2024-12-29 14:05:15,alice.chen,access,/tasks,192.168.1.135,SUCCESS,Chrome/120.0,sess_009,3421,HTTPS
2024-12-29 14:05:20,bob.martinez,modify,/api/project/update,192.168.1.120,SUCCESS,Firefox/121.0,sess_008,2341,HTTPS
2024-12-29 14:05:25,alice.chen,create,/api/task/new,192.168.1.135,SUCCESS,Chrome/120.0,sess_009,892,HTTPS
2024-12-29 14:05:30,bob.martinez,query,/api/project/details,192.168.1.120,SUCCESS,Firefox/121.0,sess_008,8920,HTTPS
2024-12-29 14:05:35,alice.chen,query,/api/task/list,192.168.1.135,SUCCESS,Chrome/120.0,sess_009,12340,HTTPS
2024-12-29 14:05:40,bob.martinez,logout,/auth/logout,192.168.1.120,SUCCESS,Firefox/121.0,sess_008,145,HTTPS
2024-12-29 14:05:45,alice.chen,logout,/auth/logout,192.168.1.135,SUCCESS,Chrome/120.0,sess_009,145,HTTPS
2024-12-29 14:06:00,david.lee,login,/auth/login,192.168.1.78,SUCCESS,Safari/17.0,sess_010,1245,HTTPS
2024-12-29 14:06:05,emma.taylor,login,/auth/login,192.168.1.91,SUCCESS,Edge/120.0,sess_011,1245,HTTPS
2024-12-29 14:06:10,david.lee,access,/calendar,192.168.1.78,SUCCESS,Safari/17.0,sess_010,3421,HTTPS
2024-12-29 14:06:15,emma.taylor,access,/messages,192.168.1.91,SUCCESS,Edge/120.0,sess_011,5430,HTTPS
2024-12-29 14:06:20,david.lee,create,/api/event/new,192.168.1.78,SUCCESS,Safari/17.0,sess_010,892,HTTPS
2024-12-29 14:06:25,emma.taylor,query,/api/messages/inbox,192.168.1.91,SUCCESS,Edge/120.0,sess_011,12340,HTTPS
2024-12-29 14:06:30,david.lee,logout,/auth/logout,192.168.1.78,SUCCESS,Safari/17.0,sess_010,145,HTTPS
2024-12-29 14:06:35,emma.taylor,logout,/auth/logout,192.168.1.91,SUCCESS,Edge/120.0,sess_011,145,HTTPS
2024-12-29 14:07:00,frank.nguyen,login,/auth/login,192.168.1.156,SUCCESS,Chrome/120.0,sess_012,1245,HTTPS
2024-12-29 14:07:05,grace.kim,login,/auth/login,192.168.1.167,SUCCESS,Firefox/121.0,sess_013,1245,HTTPS
2024-12-29 14:07:10,frank.nguyen,access,/documents,192.168.1.156,SUCCESS,Chrome/120.0,sess_012,8920,HTTPS
2024-12-29 14:07:15,grace.kim,access,/templates,192.168.1.167,SUCCESS,Firefox/121.0,sess_013,5430,HTTPS
2024-12-29 14:07:20,frank.nguyen,download,/files/report.docx,192.168.1.156,SUCCESS,Chrome/120.0,sess_012,234500,HTTPS
2024-12-29 14:07:25,grace.kim,download,/files/template.xlsx,192.168.1.167,SUCCESS,Firefox/121.0,sess_013,123400,HTTPS
2024-12-29 14:07:30,frank.nguyen,logout,/auth/logout,192.168.1.156,SUCCESS,Chrome/120.0,sess_012,145,HTTPS
2024-12-29 14:07:35,grace.kim,logout,/auth/logout,192.168.1.167,SUCCESS,Firefox/121.0,sess_013,145,HTTPS
2024-12-29 14:08:00,henry.patel,login,/auth/login,192.168.1.200,SUCCESS,Safari/17.0,sess_014,1245,HTTPS
2024-12-29 14:08:05,henry.patel,access,/settings,192.168.1.200,SUCCESS,Safari/17.0,sess_014,3421,HTTPS
2024-12-29 14:08:10,henry.patel,modify,/api/preferences,192.168.1.200,SUCCESS,Safari/17.0,sess_014,892,HTTPS
2024-12-29 14:08:15,henry.patel,logout,/auth/logout,192.168.1.200,SUCCESS,Safari/17.0,sess_014,145,HTTPS
